task,description,start,finish,duration,duration_hrs,note,category,date
theta,NA,2019-02-28T09:28:00Z,2019-02-28T09:35:00Z,00:07:26,0.1241313,NA,theta,2019-02-28
Blog  crafts,NA,2019-02-28T09:35:00Z,2019-02-28T09:52:00Z,00:17:18,0.2884102,NA,wellness,2019-02-28
psi,NA,2019-02-28T09:55:00Z,2019-02-28T09:56:00Z,00:01:05,0.0182583,NA,psi,2019-02-28
review,NA,2019-02-28T09:56:00Z,2019-02-28T10:25:00Z,00:29:03,0.4844295,NA,psi,2019-02-28
review,NA,2019-02-28T10:57:00Z,2019-02-28T11:02:00Z,00:04:24,0.0734047,NA,psi,2019-02-28
phi,NA,2019-02-28T11:02:00Z,2019-02-28T11:13:00Z,00:10:57,0.1827332,NA,phi,2019-02-28
review,NA,2019-02-28T11:13:00Z,2019-02-28T11:21:00Z,00:08:04,0.1346118,NA,psi,2019-02-28
phi,NA,2019-02-28T11:21:00Z,2019-02-28T11:48:00Z,00:27:23,0.4564265,NA,phi,2019-02-28
theta,NA,2019-02-28T11:48:00Z,2019-02-28T11:48:00Z,00:00:04,0.0012767,NA,theta,2019-02-28
review,NA,2019-02-28T11:48:00Z,2019-02-28T11:50:00Z,00:01:51,0.0309694,NA,psi,2019-02-28
phi,NA,2019-02-28T12:43:00Z,2019-02-28T14:28:00Z,01:44:36,1.7435898,NA,phi,2019-02-28
review,NA,2019-02-28T14:28:00Z,2019-02-28T14:38:00Z,00:09:26,0.157332,NA,psi,2019-02-28
review,NA,2019-02-28T18:17:00Z,2019-02-28T18:18:00Z,00:00:20,0.0056679,NA,psi,2019-02-28
theta,NA,2019-02-28T18:18:00Z,2019-02-28T18:29:00Z,00:11:36,0.1935501,NA,theta,2019-02-28
theta,NA,2019-02-28T18:31:00Z,2019-02-28T18:33:00Z,00:01:49,0.0303865,NA,theta,2019-02-28
review,NA,2019-02-28T18:33:00Z,2019-02-28T18:35:00Z,00:02:28,0.0412488,NA,psi,2019-02-28
phi,NA,2019-02-28T18:35:00Z,2019-02-28T18:42:00Z,00:06:26,0.1074295,NA,phi,2019-02-28
Blog  crafts,NA,2019-03-01T09:00:00Z,2019-03-01T09:02:00Z,00:02:28,0.041375,NA,wellness,2019-03-01
review,NA,2019-03-01T10:32:00Z,2019-03-01T10:41:00Z,00:08:53,0.1481577,NA,psi,2019-03-01
psi,NA,2019-03-01T10:47:00Z,2019-03-01T10:48:00Z,00:00:51,0.0144091,NA,psi,2019-03-01
review,NA,2019-03-01T10:48:00Z,2019-03-01T10:48:00Z,00:00:08,0.0023134,NA,psi,2019-03-01
psi,NA,2019-03-01T10:48:00Z,2019-03-01T10:51:00Z,00:03:34,0.0594922,NA,psi,2019-03-01
review,NA,2019-03-01T10:51:00Z,2019-03-01T10:55:00Z,00:03:27,0.0577514,NA,psi,2019-03-01
psi,NA,2019-03-01T10:55:00Z,2019-03-01T10:59:00Z,00:04:24,0.0733575,NA,psi,2019-03-01
review,NA,2019-03-01T11:39:00Z,2019-03-01T11:39:00Z,00:00:00,2.755e-4,NA,psi,2019-03-01
psi,NA,2019-03-01T11:39:00Z,2019-03-01T12:10:00Z,00:30:42,0.5117244,NA,psi,2019-03-01
psi,NA,2019-03-01T12:10:00Z,2019-03-01T12:12:00Z,00:02:31,0.0422136,NA,psi,2019-03-01
review,NA,2019-03-01T14:14:00Z,2019-03-01T14:15:00Z,00:00:38,0.0106139,NA,psi,2019-03-01
psi,NA,2019-03-01T14:15:00Z,2019-03-01T14:15:00Z,00:00:26,0.0072897,NA,psi,2019-03-01
review,NA,2019-03-01T14:15:00Z,2019-03-01T14:22:00Z,00:06:15,0.1043808,NA,psi,2019-03-01
phi,NA,2019-03-01T14:22:00Z,2019-03-01T14:24:00Z,00:02:04,0.034601,NA,phi,2019-03-01
theta,NA,2019-03-01T14:24:00Z,2019-03-01T14:25:00Z,00:00:49,0.013729,NA,theta,2019-03-01
psi,NA,2019-03-01T14:25:00Z,2019-03-01T14:27:00Z,00:01:55,0.0320874,NA,psi,2019-03-01
Blog  crafts,NA,2019-03-01T14:27:00Z,2019-03-01T14:42:00Z,00:15:57,0.2660284,NA,wellness,2019-03-01
psi,NA,2019-03-01T14:42:00Z,2019-03-01T14:43:00Z,00:00:14,0.0039715,NA,psi,2019-03-01
review,NA,2019-03-01T14:43:00Z,2019-03-01T14:47:00Z,00:04:08,0.0690589,NA,psi,2019-03-01
phi,NA,2019-03-01T14:47:00Z,2019-03-01T14:50:00Z,00:03:11,0.0531555,NA,phi,2019-03-01
theta,NA,2019-03-01T14:50:00Z,2019-03-01T15:15:00Z,00:24:50,0.4141326,NA,theta,2019-03-01
review,NA,2019-03-01T15:49:00Z,2019-03-01T15:50:00Z,00:01:02,0.0174902,NA,psi,2019-03-01
phi,NA,2019-03-01T15:50:00Z,2019-03-01T16:07:00Z,00:17:18,0.2883348,NA,phi,2019-03-01
theta,NA,2019-03-01T16:07:00Z,2019-03-01T16:30:00Z,00:22:35,0.3765713,NA,theta,2019-03-01
review,NA,2019-03-01T16:30:00Z,2019-03-01T16:31:00Z,00:00:53,0.0148858,NA,psi,2019-03-01
theta,NA,2019-03-01T16:35:00Z,2019-03-01T16:43:00Z,00:07:21,0.1226208,NA,theta,2019-03-01
phi,NA,2019-03-01T18:04:00Z,2019-03-01T18:24:00Z,00:20:27,0.340851,NA,phi,2019-03-01
phi,NA,2019-03-01T18:24:00Z,2019-03-01T18:45:00Z,00:20:10,0.3362206,NA,phi,2019-03-01
review,NA,2019-03-01T18:45:00Z,2019-03-01T18:51:00Z,00:06:07,0.1021374,NA,psi,2019-03-01
housework  errands,NA,2019-03-01T18:58:00Z,2019-03-01T19:05:00Z,00:07:09,0.1191716,NA,wellness,2019-03-01
phi,NA,2019-03-01T19:05:00Z,2019-03-01T19:18:00Z,00:12:32,0.2090366,NA,phi,2019-03-01
theta,NA,2019-03-01T19:27:00Z,2019-03-01T19:46:00Z,00:19:21,0.3227366,NA,theta,2019-03-01
psi,NA,2019-03-01T19:46:00Z,2019-03-01T19:51:00Z,00:05:18,0.0884413,NA,psi,2019-03-01
review,NA,2019-03-01T19:51:00Z,2019-03-01T19:58:00Z,00:06:31,0.1087337,NA,psi,2019-03-01
psi,NA,2019-03-02T06:05:00Z,2019-03-02T06:07:00Z,00:02:38,0.0440607,NA,psi,2019-03-02
psi,NA,2019-03-02T06:43:00Z,2019-03-02T06:53:00Z,00:10:37,0.1771236,NA,psi,2019-03-02
psi,NA,2019-03-02T06:53:00Z,2019-03-02T06:57:00Z,00:03:42,0.0618035,NA,psi,2019-03-02
review,NA,2019-03-02T07:17:00Z,2019-03-02T07:31:00Z,00:13:16,0.221192,NA,psi,2019-03-02
review,NA,2019-03-02T10:24:00Z,2019-03-02T10:26:00Z,00:01:15,0.0210566,NA,psi,2019-03-02
phi,NA,2019-03-02T10:26:00Z,2019-03-02T10:27:00Z,00:00:53,0.0149169,NA,phi,2019-03-02
theta,NA,2019-03-02T10:27:00Z,2019-03-02T10:28:00Z,00:01:23,0.0231346,NA,theta,2019-03-02
review,NA,2019-03-02T10:28:00Z,2019-03-02T10:29:00Z,00:00:51,0.01441,NA,psi,2019-03-02
phi,NA,2019-03-02T10:29:00Z,2019-03-02T10:40:00Z,00:11:08,0.1857951,NA,phi,2019-03-02
theta,NA,2019-03-02T10:40:00Z,2019-03-02T11:00:00Z,00:20:04,0.3345576,NA,theta,2019-03-02
review,NA,2019-03-02T11:00:00Z,2019-03-02T11:02:00Z,00:01:59,0.0332701,NA,psi,2019-03-02
phi,NA,2019-03-02T11:34:00Z,2019-03-02T11:46:00Z,00:11:20,0.1890791,NA,phi,2019-03-02
phi,NA,2019-03-02T11:46:00Z,2019-03-02T11:46:00Z,00:00:00,2.363e-4,NA,phi,2019-03-02
review,NA,2019-03-02T13:25:00Z,2019-03-02T13:29:00Z,00:03:58,0.0661487,NA,psi,2019-03-02
phi,NA,2019-03-02T18:59:00Z,2019-03-02T19:18:00Z,00:18:42,0.311866,NA,phi,2019-03-02
theta,NA,2019-03-02T19:18:00Z,2019-03-02T19:27:00Z,00:09:29,0.1582915,NA,theta,2019-03-02
review,NA,2019-03-03T10:00:00Z,2019-03-03T10:05:00Z,00:05:04,0.084485,NA,psi,2019-03-03
review,NA,2019-03-03T10:36:00Z,2019-03-03T10:42:00Z,00:05:59,0.0999724,NA,psi,2019-03-03
psi,NA,2019-03-03T10:42:00Z,2019-03-03T10:49:00Z,00:07:18,0.121689,NA,psi,2019-03-03
review,NA,2019-03-03T10:49:00Z,2019-03-03T10:50:00Z,00:00:36,0.0102035,NA,psi,2019-03-03
Blog  crafts,NA,2019-03-03T10:53:00Z,2019-03-03T10:57:00Z,00:04:19,0.0720362,NA,wellness,2019-03-03
Blog  crafts,NA,2019-03-03T11:11:00Z,2019-03-03T11:14:00Z,00:03:45,0.0627463,NA,wellness,2019-03-03
phi,NA,2019-03-03T11:14:00Z,2019-03-03T11:15:00Z,00:00:38,0.0107751,NA,phi,2019-03-03
theta,NA,2019-03-03T11:15:00Z,2019-03-03T11:26:00Z,00:11:10,0.1862442,NA,theta,2019-03-03
theta,NA,2019-03-03T13:25:00Z,2019-03-03T13:27:00Z,00:01:43,0.0288482,NA,theta,2019-03-03
Blog  crafts,NA,2019-03-03T13:27:00Z,2019-03-03T13:46:00Z,00:18:37,0.3103421,NA,wellness,2019-03-03
Blog  crafts,NA,2019-03-03T15:44:00Z,2019-03-03T16:32:00Z,00:47:17,0.7880851,NA,wellness,2019-03-03
Blog  crafts,NA,2019-03-04T09:17:00Z,2019-03-04T09:18:00Z,00:00:42,0.0118496,NA,wellness,2019-03-04
review,NA,2019-03-04T10:29:00Z,2019-03-04T11:18:00Z,00:48:06,0.801682,NA,psi,2019-03-04
review,NA,2019-03-04T11:18:00Z,2019-03-04T11:32:00Z,00:14:02,0.2340526,NA,psi,2019-03-04
psi,NA,2019-03-04T11:32:00Z,2019-03-04T11:37:00Z,00:05:36,0.0935042,NA,psi,2019-03-04
review,NA,2019-03-04T11:37:00Z,2019-03-04T11:38:00Z,00:00:20,0.0056896,NA,psi,2019-03-04
psi,NA,2019-03-04T11:38:00Z,2019-03-04T11:39:00Z,00:00:47,0.0131537,NA,psi,2019-03-04
community,NA,2019-03-04T11:39:00Z,2019-03-04T11:45:00Z,00:06:40,0.1111263,NA,psi,2019-03-04
review,NA,2019-03-04T12:13:00Z,2019-03-04T12:17:00Z,00:04:11,0.0697718,NA,psi,2019-03-04
theta,NA,2019-03-04T12:17:00Z,2019-03-04T12:41:00Z,00:23:39,0.3942331,NA,theta,2019-03-04
review,NA,2019-03-04T12:42:00Z,2019-03-04T12:43:00Z,00:01:13,0.0205101,NA,psi,2019-03-04
psi,NA,2019-03-04T12:43:00Z,2019-03-04T12:50:00Z,00:07:40,0.1277947,NA,psi,2019-03-04
psi,NA,2019-03-04T12:59:00Z,2019-03-04T12:59:00Z,00:00:21,0.0061003,NA,psi,2019-03-04
review,NA,2019-03-04T12:59:00Z,2019-03-04T13:00:00Z,00:01:10,0.0196104,NA,psi,2019-03-04
phi,NA,2019-03-04T13:00:00Z,2019-03-04T13:01:00Z,00:00:51,0.0143193,NA,phi,2019-03-04
theta,NA,2019-03-04T13:01:00Z,2019-03-04T13:21:00Z,00:20:32,0.3423974,NA,theta,2019-03-04
psi,NA,2019-03-04T13:22:00Z,2019-03-04T13:24:00Z,00:02:10,0.0362876,NA,psi,2019-03-04
review,NA,2019-03-04T13:24:00Z,2019-03-04T13:27:00Z,00:03:11,0.0533064,NA,psi,2019-03-04
psi,NA,2019-03-04T13:27:00Z,2019-03-04T13:34:00Z,00:06:30,0.1085768,NA,psi,2019-03-04
phi,NA,2019-03-04T14:17:00Z,2019-03-04T14:17:00Z,00:00:04,0.0011341,NA,phi,2019-03-04
review,NA,2019-03-04T14:17:00Z,2019-03-04T14:17:00Z,00:00:10,0.0030421,NA,psi,2019-03-04
phi,NA,2019-03-04T14:17:00Z,2019-03-04T14:24:00Z,00:06:05,0.1016049,NA,phi,2019-03-04
theta,NA,2019-03-04T14:29:00Z,2019-03-04T14:49:00Z,00:20:27,0.3410975,NA,theta,2019-03-04
psi,NA,2019-03-04T14:49:00Z,2019-03-04T14:52:00Z,00:02:12,0.0369039,NA,psi,2019-03-04
review,NA,2019-03-04T14:52:00Z,2019-03-04T14:55:00Z,00:03:47,0.063059,NA,psi,2019-03-04
psi,NA,2019-03-04T14:55:00Z,2019-03-04T14:59:00Z,00:03:33,0.0593094,NA,psi,2019-03-04
phi,NA,2019-03-04T15:23:00Z,2019-03-04T15:27:00Z,00:03:49,0.0638054,NA,phi,2019-03-04
psi,NA,2019-03-04T15:33:00Z,2019-03-04T15:38:00Z,00:05:31,0.0921559,NA,psi,2019-03-04
housework  errands,NA,2019-03-04T15:47:00Z,2019-03-04T16:33:00Z,00:45:28,0.7579865,NA,wellness,2019-03-04
phi,NA,2019-03-05T06:30:00Z,2019-03-05T07:06:00Z,00:35:42,0.5952492,NA,phi,2019-03-05
theta,NA,2019-03-05T17:56:00Z,2019-03-05T17:56:00Z,00:00:08,0.0023138,NA,theta,2019-03-05
review,NA,2019-03-06T08:44:00Z,2019-03-06T09:10:00Z,00:25:36,0.4268221,NA,psi,2019-03-06
review,NA,2019-03-06T09:16:00Z,2019-03-06T09:23:00Z,00:06:57,0.1159552,NA,psi,2019-03-06
psi,NA,2019-03-06T09:23:00Z,2019-03-06T09:28:00Z,00:04:41,0.0780672,NA,psi,2019-03-06
psi,NA,2019-03-06T09:28:00Z,2019-03-06T09:28:00Z,00:00:16,0.0045005,NA,psi,2019-03-06
review,NA,2019-03-06T09:28:00Z,2019-03-06T09:37:00Z,00:08:34,0.1429642,NA,psi,2019-03-06
psi,NA,2019-03-06T14:07:00Z,2019-03-06T14:10:00Z,00:03:28,0.0578209,NA,psi,2019-03-06
review,NA,2019-03-06T14:10:00Z,2019-03-06T14:21:00Z,00:10:39,0.1777375,NA,psi,2019-03-06
theta,NA,2019-03-06T14:21:00Z,2019-03-06T14:27:00Z,00:06:05,0.1014006,NA,theta,2019-03-06
psi,NA,2019-03-06T14:27:00Z,2019-03-06T15:02:00Z,00:34:54,0.581819,NA,psi,2019-03-06
review,NA,2019-03-06T15:03:00Z,2019-03-06T15:16:00Z,00:13:37,0.2270388,NA,psi,2019-03-06
phi,NA,2019-03-06T15:16:00Z,2019-03-06T15:21:00Z,00:04:32,0.0756128,NA,phi,2019-03-06
theta,NA,2019-03-06T15:23:00Z,2019-03-06T15:31:00Z,00:08:44,0.14571,NA,theta,2019-03-06
psi,NA,2019-03-06T15:31:00Z,2019-03-06T15:47:00Z,00:15:13,0.2536924,NA,psi,2019-03-06
exercise,NA,2019-03-06T15:57:00Z,2019-03-06T15:57:00Z,00:00:03,0.0010466,NA,wellness,2019-03-06
review,NA,2019-03-06T15:57:00Z,2019-03-06T15:58:00Z,00:00:30,0.0085651,NA,psi,2019-03-06
psi,NA,2019-03-06T19:20:00Z,2019-03-06T19:43:00Z,00:22:37,0.3771552,NA,psi,2019-03-06
review,NA,2019-03-06T19:46:00Z,2019-03-06T19:54:00Z,00:07:24,0.1234847,NA,psi,2019-03-06
phi,NA,2019-03-06T19:54:00Z,2019-03-06T20:18:00Z,00:24:00,0.4002771,NA,phi,2019-03-06
review,NA,2019-03-06T20:19:00Z,2019-03-06T20:19:00Z,00:00:13,0.0037498,NA,psi,2019-03-06
theta,NA,2019-03-06T20:19:00Z,2019-03-06T20:38:00Z,00:19:21,0.3225307,NA,theta,2019-03-06
review,NA,2019-03-06T20:38:00Z,2019-03-06T20:39:00Z,00:00:41,0.0114972,NA,psi,2019-03-06
review,NA,2019-03-07T09:08:00Z,2019-03-07T09:19:00Z,00:10:42,0.178573,NA,psi,2019-03-07
psi,NA,2019-03-07T10:39:00Z,2019-03-07T10:39:00Z,00:00:26,0.0072339,NA,psi,2019-03-07
review,NA,2019-03-07T10:39:00Z,2019-03-07T10:40:00Z,00:00:52,0.0144945,NA,psi,2019-03-07
review,NA,2019-03-07T10:41:00Z,2019-03-07T10:41:00Z,00:00:53,0.0149766,NA,psi,2019-03-07
psi,NA,2019-03-07T10:41:00Z,2019-03-07T10:41:00Z,00:00:03,0.0010955,NA,psi,2019-03-07
review,NA,2019-03-07T10:41:00Z,2019-03-07T10:47:00Z,00:05:48,0.096826400000000007,NA,psi,2019-03-07
phi,NA,2019-03-07T10:47:00Z,2019-03-07T10:54:00Z,00:06:23,0.1064418,NA,phi,2019-03-07
psi,NA,2019-03-07T10:54:00Z,2019-03-07T11:02:00Z,00:08:42,0.1452686,NA,psi,2019-03-07
review,NA,2019-03-07T11:36:00Z,2019-03-07T11:41:00Z,00:05:02,0.084157,NA,psi,2019-03-07
theta,NA,2019-03-07T11:47:00Z,2019-03-07T12:10:00Z,00:22:58,0.3829841,NA,theta,2019-03-07
review,NA,2019-03-07T12:10:00Z,2019-03-07T12:12:00Z,00:02:35,0.0431546,NA,psi,2019-03-07
review,NA,2019-03-07T12:58:00Z,2019-03-07T12:59:00Z,00:01:02,0.0174399,NA,psi,2019-03-07
psi,NA,2019-03-07T12:59:00Z,2019-03-07T13:01:00Z,00:01:41,0.0281168,NA,psi,2019-03-07
phi,NA,2019-03-07T13:01:00Z,2019-03-07T13:09:00Z,00:08:07,0.1355098,NA,phi,2019-03-07
theta,NA,2019-03-07T13:09:00Z,2019-03-07T13:31:00Z,00:21:45,0.3627014,NA,theta,2019-03-07
review,NA,2019-03-07T13:31:00Z,2019-03-07T13:52:00Z,00:21:10,0.3529596,NA,psi,2019-03-07
phi,NA,2019-03-07T14:20:00Z,2019-03-07T14:26:00Z,00:05:21,0.0892762,NA,phi,2019-03-07
theta,NA,2019-03-07T14:26:00Z,2019-03-07T14:27:00Z,00:01:22,0.0228067,NA,theta,2019-03-07
review,NA,2019-03-07T14:27:00Z,2019-03-07T14:31:00Z,00:03:42,0.0619386,NA,psi,2019-03-07
phi,NA,2019-03-07T18:29:00Z,2019-03-07T18:49:00Z,00:20:02,0.334063,NA,phi,2019-03-07
review,NA,2019-03-07T18:49:00Z,2019-03-07T18:50:00Z,00:00:40,0.0113221,NA,psi,2019-03-07
review,NA,2019-03-08T04:47:00Z,2019-03-08T05:00:00Z,00:12:42,0.2119249,NA,psi,2019-03-08
theta,NA,2019-03-08T05:00:00Z,2019-03-08T05:05:00Z,00:04:38,0.0774728,NA,theta,2019-03-08
psi,NA,2019-03-08T05:05:00Z,2019-03-08T05:07:00Z,00:02:37,0.0436242,NA,psi,2019-03-08
review,NA,2019-03-08T05:07:00Z,2019-03-08T05:09:00Z,00:01:35,0.0265991,NA,psi,2019-03-08
theta,NA,2019-03-08T05:11:00Z,2019-03-08T05:16:00Z,00:05:03,0.0841867,NA,theta,2019-03-08
psi,NA,2019-03-08T05:23:00Z,2019-03-08T05:30:00Z,00:06:35,0.1099164,NA,psi,2019-03-08
review,NA,2019-03-08T05:30:00Z,2019-03-08T05:31:00Z,00:00:40,0.0112308,NA,psi,2019-03-08
phi,NA,2019-03-08T09:37:00Z,2019-03-08T09:43:00Z,00:06:45,0.1127068,NA,phi,2019-03-08
theta,NA,2019-03-08T09:43:00Z,2019-03-08T09:46:00Z,00:02:40,0.0446671,NA,theta,2019-03-08
review,NA,2019-03-08T09:46:00Z,2019-03-08T09:47:00Z,00:00:35,0.0098404,NA,psi,2019-03-08
phi,NA,2019-03-08T09:47:00Z,2019-03-08T09:57:00Z,00:10:17,0.171561,NA,phi,2019-03-08
theta,NA,2019-03-08T09:57:00Z,2019-03-08T10:06:00Z,00:08:58,0.1495494,NA,theta,2019-03-08
review,NA,2019-03-08T10:06:00Z,2019-03-08T10:09:00Z,00:02:36,0.043445,NA,psi,2019-03-08
phi,NA,2019-03-08T12:05:00Z,2019-03-08T12:22:00Z,00:16:25,0.2737493,NA,phi,2019-03-08
housework  errands,NA,2019-03-08T12:22:00Z,2019-03-08T12:24:00Z,00:02:16,0.0379609,NA,wellness,2019-03-08
theta,NA,2019-03-08T12:24:00Z,2019-03-08T12:46:00Z,00:22:26,0.3740391,NA,theta,2019-03-08
review,NA,2019-03-08T12:47:00Z,2019-03-08T12:54:00Z,00:06:52,0.1145035,NA,psi,2019-03-08
phi,NA,2019-03-08T13:15:00Z,2019-03-08T13:19:00Z,00:04:13,0.070334,NA,phi,2019-03-08
theta,NA,2019-03-08T13:19:00Z,2019-03-08T13:36:00Z,00:17:11,0.2864192,NA,theta,2019-03-08
review,NA,2019-03-08T13:36:00Z,2019-03-08T13:38:00Z,00:01:22,0.0230426,NA,psi,2019-03-08
phi,NA,2019-03-08T13:38:00Z,2019-03-08T13:58:00Z,00:20:35,0.3431115,NA,phi,2019-03-08
theta,NA,2019-03-08T13:58:00Z,2019-03-08T14:03:00Z,00:04:31,0.0754753,NA,theta,2019-03-08
review,NA,2019-03-08T14:04:00Z,2019-03-08T14:06:00Z,00:01:56,0.0324114,NA,psi,2019-03-08
community,NA,2019-03-08T14:06:00Z,2019-03-08T14:08:00Z,00:02:44,0.0457377,NA,psi,2019-03-08
review,NA,2019-03-08T14:14:00Z,2019-03-08T14:14:00Z,00:00:00,3.14e-5,NA,psi,2019-03-08
review,NA,2019-03-08T15:00:00Z,2019-03-08T15:10:00Z,00:10:16,0.1713694,NA,psi,2019-03-08
phi,NA,2019-03-08T15:10:00Z,2019-03-08T15:30:00Z,00:20:11,0.3365702,NA,phi,2019-03-08
theta,NA,2019-03-08T15:30:00Z,2019-03-08T15:47:00Z,00:16:12,0.2702016,NA,theta,2019-03-08
psi,NA,2019-03-08T15:47:00Z,2019-03-08T15:47:00Z,00:00:33,0.0092509,NA,psi,2019-03-08
psi,NA,2019-03-08T15:48:00Z,2019-03-08T16:09:00Z,00:21:03,0.3509947,NA,psi,2019-03-08
review,NA,2019-03-08T16:09:00Z,2019-03-08T16:13:00Z,00:04:18,0.0718784,NA,psi,2019-03-08
phi,NA,2019-03-08T16:38:00Z,2019-03-08T16:53:00Z,00:15:37,0.2603523,NA,phi,2019-03-08
review,NA,2019-03-09T08:35:00Z,2019-03-09T08:36:00Z,00:00:59,0.0166505,NA,psi,2019-03-09
review,NA,2019-03-09T12:44:00Z,2019-03-09T12:44:00Z,00:00:12,0.0035036,NA,psi,2019-03-09
psi,NA,2019-03-09T12:44:00Z,2019-03-09T12:47:00Z,00:02:21,0.0392214,NA,psi,2019-03-09
review,NA,2019-03-09T12:47:00Z,2019-03-09T12:49:00Z,00:02:30,0.0418287,NA,psi,2019-03-09
theta,NA,2019-03-09T12:51:00Z,2019-03-09T13:12:00Z,00:20:24,0.340193,NA,theta,2019-03-09
review,NA,2019-03-09T13:12:00Z,2019-03-09T13:12:00Z,00:00:02,7.033e-4,NA,psi,2019-03-09
psi,NA,2019-03-09T13:12:00Z,2019-03-09T13:15:00Z,00:03:07,0.0520087,NA,psi,2019-03-09
review,NA,2019-03-09T13:15:00Z,2019-03-09T13:16:00Z,00:00:40,0.0113864,NA,psi,2019-03-09
review,NA,2019-03-09T13:35:00Z,2019-03-09T13:35:00Z,00:00:04,0.0011409,NA,psi,2019-03-09
phi,NA,2019-03-09T13:35:00Z,2019-03-09T13:39:00Z,00:03:44,0.0624581,NA,phi,2019-03-09
theta,NA,2019-03-09T13:39:00Z,2019-03-09T14:07:00Z,00:27:22,0.4561235,NA,theta,2019-03-09
psi,NA,2019-03-09T14:07:00Z,2019-03-09T14:13:00Z,00:06:01,0.1004881,NA,psi,2019-03-09
theta,NA,2019-03-09T14:13:00Z,2019-03-09T14:24:00Z,00:11:06,0.1850793,NA,theta,2019-03-09
community,NA,2019-03-09T14:24:00Z,2019-03-09T14:38:00Z,00:14:28,0.241379,NA,psi,2019-03-09
theta,NA,2019-03-09T17:48:00Z,2019-03-09T18:05:00Z,00:17:21,0.2893827,NA,theta,2019-03-09
theta,NA,2019-03-09T18:11:00Z,2019-03-09T18:13:00Z,00:02:17,0.0381094,NA,theta,2019-03-09
theta,NA,2019-03-09T18:18:00Z,2019-03-09T18:18:00Z,00:00:01,5.383e-4,NA,theta,2019-03-09
Blog  crafts,NA,2019-03-09T18:18:00Z,2019-03-09T18:42:00Z,00:23:27,0.3909946,NA,wellness,2019-03-09
Blog  crafts,NA,2019-03-09T18:59:00Z,2019-03-09T19:15:00Z,00:16:34,0.2763079,NA,wellness,2019-03-09
exercise,NA,2019-03-09T20:04:00Z,2019-03-09T20:04:00Z,00:00:02,7.98e-4,NA,wellness,2019-03-09
review,NA,2019-03-09T21:25:00Z,2019-03-09T21:39:00Z,00:14:03,0.2343019,NA,psi,2019-03-09
phi,NA,2019-03-09T21:45:00Z,2019-03-09T21:45:00Z,00:00:01,3.934e-4,NA,phi,2019-03-09
theta,NA,2019-03-09T21:45:00Z,2019-03-09T21:45:00Z,00:00:00,1.312e-4,NA,theta,2019-03-09
phi,NA,2019-03-09T21:45:00Z,2019-03-09T21:45:00Z,00:00:14,0.0041051,NA,phi,2019-03-09
review,NA,2019-03-10T08:09:00Z,2019-03-10T08:13:00Z,00:04:51,0.0809481,NA,psi,2019-03-10
phi,NA,2019-03-10T08:17:00Z,2019-03-10T08:17:00Z,00:00:37,0.0103265,NA,phi,2019-03-10
review,NA,2019-03-10T08:17:00Z,2019-03-10T08:25:00Z,00:07:57,0.1326908,NA,psi,2019-03-10
review,NA,2019-03-10T08:56:00Z,2019-03-10T08:57:00Z,00:01:32,0.0257338,NA,psi,2019-03-10
theta,NA,2019-03-10T08:58:00Z,2019-03-10T09:07:00Z,00:09:29,0.1582522,NA,theta,2019-03-10
theta,NA,2019-03-10T09:08:00Z,2019-03-10T09:52:00Z,00:43:39,0.7277397,NA,theta,2019-03-10
housework  errands,NA,2019-03-10T09:52:00Z,2019-03-10T09:52:00Z,00:00:01,3.337e-4,NA,wellness,2019-03-10
review,NA,2019-03-10T09:52:00Z,2019-03-10T09:53:00Z,00:00:14,0.0040361,NA,psi,2019-03-10
review,NA,2019-03-10T10:16:00Z,2019-03-10T10:16:00Z,00:00:06,0.0017267,NA,psi,2019-03-10
phi,NA,2019-03-10T10:16:00Z,2019-03-10T10:19:00Z,00:02:49,0.0471604,NA,phi,2019-03-10
theta,NA,2019-03-10T10:19:00Z,2019-03-10T10:22:00Z,00:02:47,0.0464231,NA,theta,2019-03-10
phi,NA,2019-03-10T11:25:00Z,2019-03-10T11:36:00Z,00:11:05,0.1849081,NA,phi,2019-03-10
psi,NA,2019-03-10T13:09:00Z,2019-03-10T13:09:00Z,00:00:32,0.0090444,NA,psi,2019-03-10
review,NA,2019-03-10T13:09:00Z,2019-03-10T13:09:00Z,00:00:17,0.0049131,NA,psi,2019-03-10
psi,NA,2019-03-10T13:09:00Z,2019-03-10T13:15:00Z,00:05:57,0.0993588,NA,psi,2019-03-10
review,NA,2019-03-10T13:15:00Z,2019-03-10T13:17:00Z,00:01:39,0.0277049,NA,psi,2019-03-10
review,NA,2019-03-10T13:19:00Z,2019-03-10T13:21:00Z,00:02:24,0.0400573,NA,psi,2019-03-10
phi,NA,2019-03-10T14:01:00Z,2019-03-10T14:27:00Z,00:26:09,0.4361034,NA,phi,2019-03-10
theta,NA,2019-03-10T14:27:00Z,2019-03-10T14:29:00Z,00:01:06,0.0183743,NA,theta,2019-03-10
community,NA,2019-03-10T14:45:00Z,2019-03-10T14:45:00Z,00:00:01,5.049e-4,NA,psi,2019-03-10
Collaboration,NA,2019-03-10T14:45:00Z,2019-03-10T14:52:00Z,00:07:02,0.1173461,NA,theta,2019-03-10
review,NA,2019-03-10T14:53:00Z,2019-03-10T14:55:00Z,00:02:17,0.0381907,NA,psi,2019-03-10
phi,NA,2019-03-10T18:06:00Z,2019-03-10T18:09:00Z,00:03:40,0.061323,NA,phi,2019-03-10
