task,description,start,finish,duration,duration_hrs,note,category,date
phi,NA,2018-11-23T21:07:00Z,2018-11-23T21:22:00Z,00:14:49,0.247127,NA,phi,2018-11-23
phi,NA,2018-11-23T22:14:00Z,2018-11-23T22:27:00Z,00:13:15,0.2209033,NA,phi,2018-11-23
Blog  crafts,NA,2018-11-24T05:56:00Z,2018-11-24T05:56:00Z,00:00:01,3.234e-4,NA,wellness,2018-11-24
phi,NA,2018-11-24T16:34:00Z,2018-11-24T16:41:00Z,00:06:16,0.104628,NA,phi,2018-11-24
review,NA,2018-11-27T19:34:00Z,2018-11-27T19:57:00Z,00:22:16,0.3711171,NA,psi,2018-11-27
psi,NA,2018-11-27T19:57:00Z,2018-11-27T19:58:00Z,00:00:58,0.0161529,NA,psi,2018-11-27
psi,NA,2018-11-27T19:58:00Z,2018-11-27T20:10:00Z,00:12:21,0.2060014,NA,psi,2018-11-27
psi,NA,2018-11-27T20:10:00Z,2018-11-27T20:13:00Z,00:03:34,0.0595691,NA,psi,2018-11-27
review,NA,2018-11-27T20:13:00Z,2018-11-27T20:21:00Z,00:07:31,0.1254394,NA,psi,2018-11-27
phi,NA,2018-11-27T20:21:00Z,2018-11-27T20:26:00Z,00:05:04,0.0846772,NA,phi,2018-11-27
review,NA,2018-11-27T20:47:00Z,2018-11-27T20:48:00Z,00:00:50,0.0139815,NA,psi,2018-11-27
psi,NA,2018-11-27T20:48:00Z,2018-11-27T20:51:00Z,00:02:30,0.0418488,NA,psi,2018-11-27
theta,NA,2018-11-27T20:51:00Z,2018-11-27T20:53:00Z,00:02:17,0.0381888,NA,theta,2018-11-27
psi,NA,2018-11-27T20:53:00Z,2018-11-27T21:17:00Z,00:24:21,0.4060613,NA,psi,2018-11-27
phi,NA,2018-11-27T21:33:00Z,2018-11-27T21:36:00Z,00:03:29,0.0580734,NA,phi,2018-11-27
phi,NA,2018-11-27T21:37:00Z,2018-11-27T21:44:00Z,00:07:19,0.1220991,NA,phi,2018-11-27
review,NA,2018-11-27T21:44:00Z,2018-11-27T21:47:00Z,00:03:09,0.0527272,NA,psi,2018-11-27
theta,NA,2018-11-27T21:49:00Z,2018-11-27T21:49:00Z,00:00:24,0.0067056,NA,theta,2018-11-27
theta,NA,2018-11-27T21:50:00Z,2018-11-27T22:15:00Z,00:24:27,0.4075372,NA,theta,2018-11-27
review,NA,2018-11-27T22:15:00Z,2018-11-27T22:16:00Z,00:01:16,0.0212728,NA,psi,2018-11-27
psi,NA,2018-11-27T22:16:00Z,2018-11-27T22:22:00Z,00:05:27,0.0910087,NA,psi,2018-11-27
review,NA,2018-11-27T22:22:00Z,2018-11-27T22:24:00Z,00:02:12,0.0368103,NA,psi,2018-11-27
phi,NA,2018-11-27T22:24:00Z,2018-11-27T22:28:00Z,00:03:28,0.0580089,NA,phi,2018-11-27
theta,NA,2018-11-28T01:21:00Z,2018-11-28T01:44:00Z,00:23:48,0.396895,NA,theta,2018-11-28
theta,NA,2018-11-28T01:52:00Z,2018-11-28T02:12:00Z,00:20:18,0.3385929,NA,theta,2018-11-28
phi,NA,2018-11-28T02:39:00Z,2018-11-28T03:15:00Z,00:36:12,0.603426,NA,phi,2018-11-28
review,NA,2018-11-28T03:15:00Z,2018-11-28T03:18:00Z,00:03:27,0.0576895,NA,psi,2018-11-28
theta,NA,2018-11-28T03:18:00Z,2018-11-28T03:34:00Z,00:15:37,0.2604625,NA,theta,2018-11-28
review,NA,2018-11-28T03:43:00Z,2018-11-28T03:46:00Z,00:02:32,0.0423482,NA,psi,2018-11-28
phi,NA,2018-11-28T03:46:00Z,2018-11-28T03:50:00Z,00:04:13,0.0703765,NA,phi,2018-11-28
psi,NA,2018-11-28T03:50:00Z,2018-11-28T04:00:00Z,00:10:09,0.1692905,NA,psi,2018-11-28
phi,NA,2018-11-28T04:00:00Z,2018-11-28T04:00:00Z,00:00:08,0.0024955,NA,phi,2018-11-28
phi,NA,2018-11-28T04:00:00Z,2018-11-28T04:09:00Z,00:08:51,0.1475015,NA,phi,2018-11-28
phi,NA,2018-11-28T04:23:00Z,2018-11-28T04:23:00Z,00:00:01,3.03e-4,NA,phi,2018-11-28
phi,NA,2018-11-28T04:23:00Z,2018-11-28T04:28:00Z,00:04:49,0.080293,NA,phi,2018-11-28
phi,NA,2018-11-28T04:28:00Z,2018-11-28T04:40:00Z,00:12:20,0.2055752,NA,phi,2018-11-28
phi,NA,2018-11-28T04:41:00Z,2018-11-28T04:44:00Z,00:02:43,0.0453542,NA,phi,2018-11-28
review,NA,2018-11-28T18:51:00Z,2018-11-28T19:11:00Z,00:19:03,0.3175642,NA,psi,2018-11-28
psi,NA,2018-11-28T19:11:00Z,2018-11-28T19:29:00Z,00:18:17,0.3049791,NA,psi,2018-11-28
review,NA,2018-11-28T19:35:00Z,2018-11-28T19:38:00Z,00:02:20,0.0391423,NA,psi,2018-11-28
psi,NA,2018-11-28T19:40:00Z,2018-11-28T19:40:00Z,00:00:48,0.0136034,NA,psi,2018-11-28
psi,NA,2018-11-28T19:40:00Z,2018-11-28T19:43:00Z,00:02:20,0.0390034,NA,psi,2018-11-28
psi,NA,2018-11-28T20:39:00Z,2018-11-28T20:40:00Z,00:00:53,0.0147572,NA,psi,2018-11-28
review,NA,2018-11-28T20:40:00Z,2018-11-28T20:40:00Z,00:00:40,0.0111463,NA,psi,2018-11-28
phi,NA,2018-11-28T20:40:00Z,2018-11-28T20:59:00Z,00:18:44,0.3122347,NA,phi,2018-11-28
theta,NA,2018-11-28T21:04:00Z,2018-11-28T21:05:00Z,00:01:16,0.0213824,NA,theta,2018-11-28
theta,NA,2018-11-28T22:18:00Z,2018-11-28T22:24:00Z,00:05:43,0.0954797,NA,theta,2018-11-28
phi,NA,2018-11-29T00:07:00Z,2018-11-29T00:35:00Z,00:27:56,0.4655555,NA,phi,2018-11-29
review,NA,2018-11-29T00:36:00Z,2018-11-29T00:38:00Z,00:01:14,0.0208005,NA,psi,2018-11-29
phi,NA,2018-11-29T00:46:00Z,2018-11-29T00:47:00Z,00:00:53,0.0147997,NA,phi,2018-11-29
phi,NA,2018-11-29T00:48:00Z,2018-11-29T00:56:00Z,00:07:40,0.1279936,NA,phi,2018-11-29
phi,NA,2018-11-29T00:56:00Z,2018-11-29T01:09:00Z,00:12:33,0.209229,NA,phi,2018-11-29
review,NA,2018-11-29T01:40:00Z,2018-11-29T01:43:00Z,00:03:41,0.0615365,NA,psi,2018-11-29
theta,NA,2018-11-29T01:43:00Z,2018-11-29T01:53:00Z,00:10:01,0.1671127,NA,theta,2018-11-29
psi,NA,2018-11-29T02:00:00Z,2018-11-29T02:14:00Z,00:14:42,0.2450902,NA,psi,2018-11-29
review,NA,2018-11-29T02:14:00Z,2018-11-29T02:20:00Z,00:05:24,0.0900411,NA,psi,2018-11-29
phi,NA,2018-11-29T02:20:00Z,2018-11-29T02:25:00Z,00:05:11,0.0866575,NA,phi,2018-11-29
psi,NA,2018-11-29T02:25:00Z,2018-11-29T02:29:00Z,00:04:01,0.0669571,NA,psi,2018-11-29
theta,NA,2018-11-29T02:29:00Z,2018-11-29T02:48:00Z,00:19:20,0.3223457,NA,theta,2018-11-29
phi,NA,2018-11-29T02:48:00Z,2018-11-29T02:55:00Z,00:06:58,0.1161585,NA,phi,2018-11-29
phi,NA,2018-11-29T02:58:00Z,2018-11-29T02:58:00Z,00:00:07,0.0022091,NA,phi,2018-11-29
phi,NA,2018-11-29T03:05:00Z,2018-11-29T03:06:00Z,00:01:21,0.0227452,NA,phi,2018-11-29
community,NA,2018-11-29T03:06:00Z,2018-11-29T03:23:00Z,00:16:59,0.2833282,NA,psi,2018-11-29
review,NA,2018-11-29T03:23:00Z,2018-11-29T03:27:00Z,00:03:43,0.0620683,NA,psi,2018-11-29
review,NA,2018-11-29T03:44:00Z,2018-11-29T03:44:00Z,00:00:01,3.776e-4,NA,psi,2018-11-29
theta,NA,2018-11-29T03:44:00Z,2018-11-29T04:33:00Z,00:49:33,0.8260988,NA,theta,2018-11-29
theta,NA,2018-11-29T07:26:00Z,2018-11-29T07:29:00Z,00:02:47,0.0466197,NA,theta,2018-11-29
theta,NA,2018-11-29T07:29:00Z,2018-11-29T07:29:00Z,00:00:01,2.787e-4,NA,theta,2018-11-29
review,NA,2018-11-29T19:31:00Z,2018-11-29T19:40:00Z,00:08:58,0.1495908,NA,psi,2018-11-29
psi,NA,2018-11-29T19:40:00Z,2018-11-29T19:46:00Z,00:06:45,0.1126234,NA,psi,2018-11-29
psi,NA,2018-11-29T21:04:00Z,2018-11-29T21:24:00Z,00:20:03,0.3343857,NA,psi,2018-11-29
psi,NA,2018-11-29T21:25:00Z,2018-11-29T21:33:00Z,00:08:26,0.140627,NA,psi,2018-11-29
review,NA,2018-11-29T21:33:00Z,2018-11-29T21:35:00Z,00:01:56,0.0323188,NA,psi,2018-11-29
phi,NA,2018-11-29T21:35:00Z,2018-11-29T21:40:00Z,00:04:47,0.0797896,NA,phi,2018-11-29
theta,NA,2018-11-29T21:40:00Z,2018-11-29T21:40:00Z,00:00:38,0.0108091,NA,theta,2018-11-29
theta,NA,2018-11-29T21:45:00Z,2018-11-29T21:45:00Z,00:00:45,0.0125669,NA,theta,2018-11-29
psi,NA,2018-11-29T21:45:00Z,2018-11-29T21:52:00Z,00:06:50,0.1139372,NA,psi,2018-11-29
phi,NA,2018-11-29T21:52:00Z,2018-11-29T21:59:00Z,00:06:59,0.1164075,NA,phi,2018-11-29
theta,NA,2018-11-29T21:59:00Z,2018-11-29T22:21:00Z,00:22:10,0.3694787,NA,theta,2018-11-29
psi,NA,2018-11-30T00:12:00Z,2018-11-30T00:16:00Z,00:03:20,0.05557,NA,psi,2018-11-30
review,NA,2018-11-30T00:16:00Z,2018-11-30T00:18:00Z,00:02:01,0.0338048,NA,psi,2018-11-30
phi,NA,2018-11-30T00:18:00Z,2018-11-30T00:38:00Z,00:20:12,0.3369117,NA,phi,2018-11-30
theta,NA,2018-11-30T00:38:00Z,2018-11-30T00:43:00Z,00:05:20,0.0890559,NA,theta,2018-11-30
phi,NA,2018-11-30T01:02:00Z,2018-11-30T01:08:00Z,00:05:48,0.0967208,NA,phi,2018-11-30
phi,NA,2018-11-30T01:17:00Z,2018-11-30T01:19:00Z,00:01:19,0.0219588,NA,phi,2018-11-30
theta,NA,2018-11-30T01:47:00Z,2018-11-30T02:07:00Z,00:19:37,0.327143,NA,theta,2018-11-30
theta,NA,2018-11-30T02:11:00Z,2018-11-30T02:26:00Z,00:15:28,0.2579673,NA,theta,2018-11-30
psi,NA,2018-11-30T02:34:00Z,2018-11-30T02:45:00Z,00:10:52,0.1813181,NA,psi,2018-11-30
phi,NA,2018-11-30T02:45:00Z,2018-11-30T03:05:00Z,00:19:54,0.331686,NA,phi,2018-11-30
phi,NA,2018-11-30T03:09:00Z,2018-11-30T03:12:00Z,00:03:27,0.0575232,NA,phi,2018-11-30
phi,NA,2018-11-30T03:28:00Z,2018-11-30T03:40:00Z,00:11:49,0.1971418,NA,phi,2018-11-30
theta,NA,2018-11-30T03:43:00Z,2018-11-30T03:53:00Z,00:10:44,0.1790923,NA,theta,2018-11-30
review,NA,2018-11-30T03:53:00Z,2018-11-30T03:53:00Z,00:00:00,1.978e-4,NA,psi,2018-11-30
phi,NA,2018-11-30T03:53:00Z,2018-11-30T03:54:00Z,00:01:00,0.0168484,NA,phi,2018-11-30
phi,NA,2018-11-30T03:54:00Z,2018-11-30T04:03:00Z,00:08:39,0.144226,NA,phi,2018-11-30
review,NA,2018-11-30T04:03:00Z,2018-11-30T04:10:00Z,00:06:57,0.1158922,NA,psi,2018-11-30
phi,NA,2018-11-30T19:17:00Z,2018-11-30T19:17:00Z,00:00:02,7.807e-4,NA,phi,2018-11-30
phi,NA,2018-11-30T19:17:00Z,2018-11-30T19:30:00Z,00:13:04,0.2179825,NA,phi,2018-11-30
community,NA,2018-11-30T19:35:00Z,2018-11-30T19:41:00Z,00:05:46,0.0962906,NA,psi,2018-11-30
phi,NA,2018-11-30T19:41:00Z,2018-11-30T19:42:00Z,00:01:06,0.0183567,NA,phi,2018-11-30
community,NA,2018-11-30T19:51:00Z,2018-11-30T20:06:00Z,00:14:55,0.2487874,NA,psi,2018-11-30
review,NA,2018-11-30T20:06:00Z,2018-11-30T20:11:00Z,00:05:07,0.0853839,NA,psi,2018-11-30
community,NA,2018-11-30T20:11:00Z,2018-11-30T20:13:00Z,00:01:54,0.0318052,NA,psi,2018-11-30
review,NA,2018-11-30T20:55:00Z,2018-11-30T20:56:00Z,00:00:19,0.0055443,NA,psi,2018-11-30
phi,NA,2018-11-30T20:56:00Z,2018-11-30T21:02:00Z,00:06:05,0.1016023,NA,phi,2018-11-30
psi,NA,2018-11-30T21:02:00Z,2018-11-30T21:02:00Z,00:00:23,0.0065975,NA,psi,2018-11-30
phi,NA,2018-11-30T21:02:00Z,2018-11-30T21:59:00Z,00:56:30,0.9416797,NA,phi,2018-11-30
phi,NA,2018-11-30T22:06:00Z,2018-11-30T22:15:00Z,00:08:49,0.1470016,NA,phi,2018-11-30
phi,NA,2018-12-01T00:33:00Z,2018-12-01T00:54:00Z,00:21:30,0.3585865,NA,phi,2018-12-01
psi,NA,2018-12-01T00:54:00Z,2018-12-01T00:59:00Z,00:04:42,0.0785399,NA,psi,2018-12-01
phi,NA,2018-12-01T00:59:00Z,2018-12-01T01:20:00Z,00:20:49,0.3472078,NA,phi,2018-12-01
phi,NA,2018-12-01T02:49:00Z,2018-12-01T03:07:00Z,00:17:46,0.2961371,NA,phi,2018-12-01
phi,NA,2018-12-01T03:09:00Z,2018-12-01T03:36:00Z,00:26:27,0.4409161,NA,phi,2018-12-01
phi,NA,2018-12-01T04:34:00Z,2018-12-01T04:57:00Z,00:22:50,0.3806906,NA,phi,2018-12-01
review,NA,2018-12-03T01:38:00Z,2018-12-03T01:42:00Z,00:04:32,0.0756866,NA,psi,2018-12-03
psi,NA,2018-12-03T03:11:00Z,2018-12-03T03:35:00Z,00:24:23,0.4065895,NA,psi,2018-12-03
phi,NA,2018-12-08T02:47:00Z,2018-12-08T02:47:00Z,00:00:02,7.67e-4,NA,phi,2018-12-08
phi,NA,2018-12-08T02:47:00Z,2018-12-08T03:37:00Z,00:50:18,0.838534,NA,phi,2018-12-08
review,NA,2018-12-09T22:09:00Z,2018-12-09T22:12:00Z,00:03:17,0.0549585,NA,psi,2018-12-09
phi,NA,2018-12-09T22:12:00Z,2018-12-09T22:47:00Z,00:34:12,0.5700927,NA,phi,2018-12-09
phi,NA,2018-12-10T07:06:00Z,2018-12-10T07:13:00Z,00:07:10,0.1194832,NA,phi,2018-12-10
psi,NA,2018-12-10T07:13:00Z,2018-12-10T07:17:00Z,00:04:11,0.0698432,NA,psi,2018-12-10
phi,NA,2018-12-10T07:17:00Z,2018-12-10T07:39:00Z,00:22:24,0.3734687,NA,phi,2018-12-10
review,NA,2018-12-10T07:39:00Z,2018-12-10T07:40:00Z,00:01:01,0.0169668,NA,psi,2018-12-10
review,NA,2018-12-10T15:02:00Z,2018-12-10T15:26:00Z,00:23:41,0.3947767,NA,psi,2018-12-10
phi,NA,2018-12-10T15:57:00Z,2018-12-10T15:57:00Z,00:00:02,6.345e-4,NA,phi,2018-12-10
phi,NA,2018-12-10T15:58:00Z,2018-12-10T16:13:00Z,00:14:54,0.248384,NA,phi,2018-12-10
theta,NA,2018-12-10T16:13:00Z,2018-12-10T16:14:00Z,00:00:41,0.0115423,NA,theta,2018-12-10
psi,NA,2018-12-10T16:14:00Z,2018-12-10T16:27:00Z,00:12:55,0.2155421,NA,psi,2018-12-10
phi,NA,2018-12-10T16:27:00Z,2018-12-10T17:01:00Z,00:34:10,0.5695851,NA,phi,2018-12-10
phi,NA,2018-12-10T17:33:00Z,2018-12-10T17:53:00Z,00:20:16,0.3378551,NA,phi,2018-12-10
review,NA,2018-12-13T00:50:00Z,2018-12-13T01:13:00Z,00:22:23,0.3732282,NA,psi,2018-12-13
review,NA,2018-12-13T03:39:00Z,2018-12-13T03:43:00Z,00:04:03,0.0676005,NA,psi,2018-12-13
psi,NA,2018-12-13T03:43:00Z,2018-12-13T03:51:00Z,00:08:28,0.1411141,NA,psi,2018-12-13
psi,NA,2018-12-13T03:51:00Z,2018-12-13T04:01:00Z,00:09:34,0.1596973,NA,psi,2018-12-13
psi,NA,2018-12-13T04:13:00Z,2018-12-13T04:17:00Z,00:03:37,0.0605286,NA,psi,2018-12-13
review,NA,2018-12-13T22:20:00Z,2018-12-13T22:22:00Z,00:01:34,0.0261646,NA,psi,2018-12-13
review,NA,2018-12-14T00:14:00Z,2018-12-14T00:20:00Z,00:05:38,0.0940269,NA,psi,2018-12-14
psi,NA,2018-12-14T00:20:00Z,2018-12-14T00:36:00Z,00:15:34,0.2595158,NA,psi,2018-12-14
psi,NA,2018-12-14T00:44:00Z,2018-12-14T01:24:00Z,00:40:11,0.66989050000000006,NA,psi,2018-12-14
psi,NA,2018-12-14T01:41:00Z,2018-12-14T01:43:00Z,00:01:55,0.0321405,NA,psi,2018-12-14
psi,NA,2018-12-14T01:45:00Z,2018-12-14T01:49:00Z,00:04:07,0.0688471,NA,psi,2018-12-14
review,NA,2018-12-14T01:49:00Z,2018-12-14T01:50:00Z,00:01:10,0.0195449,NA,psi,2018-12-14
phi,NA,2018-12-14T01:50:00Z,2018-12-14T01:53:00Z,00:02:53,0.0482237,NA,phi,2018-12-14
psi,NA,2018-12-14T01:53:00Z,2018-12-14T02:08:00Z,00:15:14,0.2541398,NA,psi,2018-12-14
phi,NA,2018-12-14T02:08:00Z,2018-12-14T02:09:00Z,00:00:44,0.0122232,NA,phi,2018-12-14
theta,NA,2018-12-14T02:09:00Z,2018-12-14T02:09:00Z,00:00:38,0.010641,NA,theta,2018-12-14
phi,NA,2018-12-14T02:09:00Z,2018-12-14T02:10:00Z,00:00:07,0.0020563,NA,phi,2018-12-14
psi,NA,2018-12-14T02:10:00Z,2018-12-14T02:17:00Z,00:07:14,0.1207488,NA,psi,2018-12-14
theta,NA,2018-12-14T02:17:00Z,2018-12-14T02:38:00Z,00:21:17,0.3549976,NA,theta,2018-12-14
psi,NA,2018-12-14T02:38:00Z,2018-12-14T02:40:00Z,00:02:01,0.0336969,NA,psi,2018-12-14
review,NA,2018-12-14T20:20:00Z,2018-12-14T20:25:00Z,00:04:29,0.0748038,NA,psi,2018-12-14
psi,NA,2018-12-14T20:25:00Z,2018-12-14T20:45:00Z,00:20:02,0.3341079,NA,psi,2018-12-14
psi,NA,2018-12-14T20:56:00Z,2018-12-14T21:22:00Z,00:26:47,0.4464997,NA,psi,2018-12-14
psi,NA,2018-12-14T21:30:00Z,2018-12-14T21:37:00Z,00:06:53,0.1149504,NA,psi,2018-12-14
review,NA,2018-12-14T21:37:00Z,2018-12-14T21:37:00Z,00:00:52,0.0144491,NA,psi,2018-12-14
phi,NA,2018-12-14T21:37:00Z,2018-12-14T21:39:00Z,00:01:11,0.0198105,NA,phi,2018-12-14
theta,NA,2018-12-14T21:39:00Z,2018-12-14T21:41:00Z,00:02:37,0.0438709,NA,theta,2018-12-14
phi,NA,2018-12-14T21:41:00Z,2018-12-14T21:51:00Z,00:09:25,0.157058,NA,phi,2018-12-14
review,NA,2018-12-15T21:19:00Z,2018-12-15T21:25:00Z,00:06:09,0.1025156,NA,psi,2018-12-15
psi,NA,2018-12-15T21:25:00Z,2018-12-15T21:38:00Z,00:13:09,0.2191757,NA,psi,2018-12-15
psi,NA,2018-12-15T21:38:00Z,2018-12-15T21:50:00Z,00:11:46,0.1962802,NA,psi,2018-12-15
theta,NA,2018-12-15T22:32:00Z,2018-12-15T22:32:00Z,00:00:01,3.176e-4,NA,theta,2018-12-15
psi,NA,2018-12-15T22:32:00Z,2018-12-15T23:01:00Z,00:28:37,0.4771003,NA,psi,2018-12-15
psi,NA,2018-12-15T23:01:00Z,2018-12-15T23:14:00Z,00:12:46,0.2130408,NA,psi,2018-12-15
psi,NA,2018-12-15T23:14:00Z,2018-12-15T23:46:00Z,00:31:49,0.5303125,NA,psi,2018-12-15
review,NA,2018-12-16T22:50:00Z,2018-12-16T22:59:00Z,00:08:52,0.1478965,NA,psi,2018-12-16
psi,NA,2018-12-16T22:59:00Z,2018-12-16T23:07:00Z,00:07:46,0.1296855,NA,psi,2018-12-16
psi,NA,2018-12-16T23:16:00Z,2018-12-16T23:28:00Z,00:11:54,0.1984752,NA,psi,2018-12-16
psi,NA,2018-12-16T23:28:00Z,2018-12-16T23:36:00Z,00:08:24,0.1400803,NA,psi,2018-12-16
review,NA,2018-12-16T23:36:00Z,2018-12-16T23:37:00Z,00:00:51,0.0142252,NA,psi,2018-12-16
phi,NA,2018-12-16T23:48:00Z,2018-12-17T00:04:00Z,00:16:18,0.2716843,NA,phi,2018-12-16
phi,NA,2018-12-17T01:19:00Z,2018-12-17T01:44:00Z,00:24:38,0.4108131,NA,phi,2018-12-17
theta,NA,2018-12-17T01:44:00Z,2018-12-17T01:47:00Z,00:02:34,0.0429049,NA,theta,2018-12-17
psi,NA,2018-12-17T01:47:00Z,2018-12-17T02:14:00Z,00:27:45,0.4625588,NA,psi,2018-12-17
phi,NA,2018-12-17T02:14:00Z,2018-12-17T02:34:00Z,00:20:06,0.3350825,NA,phi,2018-12-17
phi,NA,2018-12-17T02:35:00Z,2018-12-17T02:36:00Z,00:01:14,0.0208039,NA,phi,2018-12-17
review,NA,2018-12-17T02:36:00Z,2018-12-17T02:37:00Z,00:00:47,0.0131915,NA,psi,2018-12-17
review,NA,2018-12-17T19:39:00Z,2018-12-17T19:42:00Z,00:02:54,0.0484227,NA,psi,2018-12-17
psi,NA,2018-12-17T19:42:00Z,2018-12-17T19:49:00Z,00:07:42,0.1283365,NA,psi,2018-12-17
psi,NA,2018-12-17T19:50:00Z,2018-12-17T19:57:00Z,00:07:28,0.1246528,NA,psi,2018-12-17
psi,NA,2018-12-17T19:57:00Z,2018-12-17T20:16:00Z,00:19:20,0.3223273,NA,psi,2018-12-17
review,NA,2018-12-17T20:16:00Z,2018-12-17T20:18:00Z,00:02:06,0.0351132,NA,psi,2018-12-17
phi,NA,2018-12-17T20:18:00Z,2018-12-17T20:27:00Z,00:08:51,0.147632,NA,phi,2018-12-17
phi,NA,2018-12-17T20:33:00Z,2018-12-17T20:52:00Z,00:19:05,0.3181628,NA,phi,2018-12-17
phi,NA,2018-12-17T20:59:00Z,2018-12-17T21:41:00Z,00:41:46,0.6961706,NA,phi,2018-12-17
review,NA,2018-12-17T21:42:00Z,2018-12-17T21:43:00Z,00:00:35,0.0098332,NA,psi,2018-12-17
phi,NA,2018-12-17T21:43:00Z,2018-12-17T21:49:00Z,00:06:23,0.1064316,NA,phi,2018-12-17
phi,NA,2018-12-18T00:33:00Z,2018-12-18T01:48:00Z,01:14:56,1.2490579,NA,phi,2018-12-18
phi,NA,2018-12-18T20:12:00Z,2018-12-18T20:12:00Z,00:00:04,0.0012596,NA,phi,2018-12-18
phi,NA,2018-12-18T20:12:00Z,2018-12-18T20:49:00Z,00:36:41,0.6114052,NA,phi,2018-12-18
phi,NA,2018-12-18T23:51:00Z,2018-12-19T00:42:00Z,00:51:33,0.8593538,NA,phi,2018-12-18
phi,NA,2018-12-19T00:59:00Z,2018-12-19T01:04:00Z,00:05:20,0.0889811,NA,phi,2018-12-19
phi,NA,2018-12-19T02:36:00Z,2018-12-19T02:57:00Z,00:20:38,0.3440817,NA,phi,2018-12-19
community,NA,2018-12-22T02:55:00Z,2018-12-22T03:05:00Z,00:10:13,0.1703325,NA,psi,2018-12-22
review,NA,2018-12-24T07:51:00Z,2018-12-24T08:00:00Z,00:09:08,0.1523058,NA,psi,2018-12-24
psi,NA,2018-12-24T08:00:00Z,2018-12-24T08:00:00Z,00:00:09,0.0025135,NA,psi,2018-12-24
psi,NA,2018-12-24T08:29:00Z,2018-12-24T08:37:00Z,00:07:49,0.1303895,NA,psi,2018-12-24
exercise,NA,2018-12-24T08:37:00Z,2018-12-24T08:38:00Z,00:00:57,0.0158908,NA,wellness,2018-12-24
review,NA,2018-12-24T08:52:00Z,2018-12-24T08:53:00Z,00:00:51,0.0143167,NA,psi,2018-12-24
phi,NA,2018-12-24T08:53:00Z,2018-12-24T08:53:00Z,00:00:06,0.0016712,NA,phi,2018-12-24
psi,NA,2018-12-24T08:53:00Z,2018-12-24T08:53:00Z,00:00:01,4.458e-4,NA,psi,2018-12-24
review,NA,2018-12-24T08:53:00Z,2018-12-24T08:58:00Z,00:05:05,0.0848428,NA,psi,2018-12-24
phi,NA,2018-12-24T08:58:00Z,2018-12-24T09:03:00Z,00:05:03,0.0843062,NA,phi,2018-12-24
theta,NA,2018-12-24T09:03:00Z,2018-12-24T09:06:00Z,00:02:47,0.0466493,NA,theta,2018-12-24
review,NA,2018-12-24T09:06:00Z,2018-12-24T09:14:00Z,00:08:11,0.1365012,NA,psi,2018-12-24
psi,NA,2018-12-24T09:14:00Z,2018-12-24T09:28:00Z,00:13:53,0.23163,NA,psi,2018-12-24
psi,NA,2018-12-24T09:32:00Z,2018-12-24T09:35:00Z,00:02:09,0.035977,NA,psi,2018-12-24
phi,NA,2018-12-24T10:30:00Z,2018-12-24T10:31:00Z,00:01:18,0.0217038,NA,phi,2018-12-24
phi,NA,2018-12-24T10:32:00Z,2018-12-24T11:07:00Z,00:34:26,0.5738931,NA,phi,2018-12-24
theta,NA,2018-12-24T11:22:00Z,2018-12-24T11:34:00Z,00:11:35,0.1931538,NA,theta,2018-12-24
review,NA,2018-12-24T12:13:00Z,2018-12-24T12:13:00Z,00:00:10,0.0028305,NA,psi,2018-12-24
phi,NA,2018-12-24T12:13:00Z,2018-12-24T12:34:00Z,00:20:45,0.3458612,NA,phi,2018-12-24
review,NA,2018-12-24T12:55:00Z,2018-12-24T12:55:00Z,00:00:09,0.0025879,NA,psi,2018-12-24
theta,NA,2018-12-24T12:55:00Z,2018-12-24T12:58:00Z,00:02:55,0.0487912,NA,theta,2018-12-24
review,NA,2018-12-24T12:58:00Z,2018-12-24T12:59:00Z,00:00:19,0.0053047,NA,psi,2018-12-24
phi,NA,2018-12-24T12:59:00Z,2018-12-24T13:53:00Z,00:54:28,0.9078239,NA,phi,2018-12-24
review,NA,2018-12-24T13:53:00Z,2018-12-24T13:54:00Z,00:01:20,0.0224289,NA,psi,2018-12-24
theta,NA,2018-12-24T16:28:00Z,2018-12-24T16:47:00Z,00:19:45,0.3291941,NA,theta,2018-12-24
review,NA,2018-12-24T17:00:00Z,2018-12-24T17:03:00Z,00:03:23,0.0564214,NA,psi,2018-12-24
phi,NA,2018-12-24T17:03:00Z,2018-12-24T17:25:00Z,00:21:15,0.3542099,NA,phi,2018-12-24
review,NA,2018-12-24T17:25:00Z,2018-12-24T17:25:00Z,00:00:24,0.0066826,NA,psi,2018-12-24
phi,NA,2018-12-24T18:08:00Z,2018-12-24T18:20:00Z,00:12:13,0.2036889,NA,phi,2018-12-24
review,NA,2018-12-24T18:20:00Z,2018-12-24T18:25:00Z,00:05:25,0.0904368,NA,psi,2018-12-24
theta,NA,2018-12-24T19:37:00Z,2018-12-24T19:41:00Z,00:04:19,0.0720249,NA,theta,2018-12-24
review,NA,2018-12-24T19:41:00Z,2018-12-24T19:42:00Z,00:00:58,0.0162341,NA,psi,2018-12-24
psi,NA,2018-12-24T19:42:00Z,2018-12-24T19:55:00Z,00:12:24,0.206882,NA,psi,2018-12-24
phi,NA,2018-12-25T04:11:00Z,2018-12-25T04:31:00Z,00:19:46,0.3295352,NA,phi,2018-12-25
review,NA,2018-12-27T02:27:00Z,2018-12-27T02:33:00Z,00:05:55,0.0986535,NA,psi,2018-12-27
psi,NA,2018-12-27T02:33:00Z,2018-12-27T02:39:00Z,00:06:14,0.1039886,NA,psi,2018-12-27
